Timestamp,What gender do you identify with?,How old are you?,Where do you live?,Which is the main use you give to your smartwatch?,How many days do you use any functionality of your smartwatch?,Which is the brand of your smartwatch?,What are the features you use on your smartwatch?,What features do you use to track with your smartwatch?,What sport activities do you track with your smartwatch?
2/2/2024 14:58:09,Female,46 - 55,North America,Shortcut to cell functionalities,7,Garmin,"Alarm clock, Notifications, Phone calls","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Yoga, stretching & gym"
2/2/2024 14:58:30,Female,26 - 35,North America,Shortcut to cell functionalities,3,Apple,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor",Gym metrcis
2/2/2024 15:06:27,Male,36 - 45,North America,Health tracker,3,Garmin,"Notifications, Phone calls, Time display","Multisport tracker, Calories tracker, Distance tracker","Walking, Cycling, Swimming, Skiing"
2/2/2024 15:15:17,Male,36 - 45,Asia,Shortcut to cell functionalities,4,Apple,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Blood pressure monitor, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/2/2024 15:23:38,Female,36 - 45,North America,Shortcut to cell functionalities,6,Samsung,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Running
2/2/2024 15:31:34,Male,36 - 45,North America,Health tracker,7,Apple,"Notifications, Phone calls, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor",Walking
2/2/2024 15:34:12,Female,36 - 45,North America,Shortcut to cell functionalities,2,Apple,"Multisport tracker, Alarm clock, GPS, Notifications, Time display, Music, Weather","Multisport tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control",Walking
2/2/2024 16:05:01,Male,26 - 35,Europe,Training tracker,7,Xiaomi,"Multisport tracker, Notifications, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor",Walking
2/2/2024 16:08:43,Male,15 - 25,Asia,Training tracker,6,Apple,"Notifications, Phone calls, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Stress control","Walking, Cycling, Swimming, Skiing"
2/2/2024 16:09:42,Male,15 - 25,Europe,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, Swimming, Workouts "
2/2/2024 16:23:29,Female,56 - 65,North America,Shortcut to cell functionalities,5,Garmin,"Notifications, Phone calls, Text messaging, Time display","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Cycling, Pilates"
2/2/2024 16:26:25,Female,56 - 65,Oceania,Training tracker,3,Apple,"Alarm clock, Notifications, Phone calls","Multisport tracker, Calories tracker, Distance tracker","Walking, Running"
2/2/2024 16:34:26,Male,15 - 25,Africa,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/2/2024 17:12:47,Female,56 - 65,Asia,Health tracker,3,Apple,"GPS, Time display","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness","Walking, Running, Cycling, hiking/trekking"
2/2/2024 17:22:26,Male,46 - 55,North America,Training tracker,7,Apple,"Notifications, Phone calls, Text messaging, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/2/2024 17:39:43,Male,26 - 35,North America,Training tracker,7,Garmin,"Multisport tracker, Notifications, Sedentary reminder, Water drink reminder","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness",Walking
2/2/2024 18:36:33,Prefer not to say,15 - 25,Europe,Watch,6,Apple,"Multisport tracker, Notifications, Text messaging","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/2/2024 20:04:05,Male,26 - 35,Europe,Health tracker,5,Apple,"Multisport tracker, Notifications, Sedentary reminder, Water drink reminder","Heart rate monitor, Sleep monitor, Mindfulness",Walking
2/2/2024 20:10:33,Male,46 - 55,North America,Training tracker,7,Apple,"Notifications, Phone calls, Text messaging, Time display",Distance tracker,Walking
2/2/2024 20:17:50,Female,26 - 35,Oceania,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Notifications, Text messaging, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Stress control","Walking, Running, Swimming, Gym"
2/2/2024 20:48:49,Female,46 - 55,North America,Training tracker,1,Samsung,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor","Walking, Cycling, Yoga, stretching & gym"
2/2/2024 20:53:57,Female,36 - 45,Africa,Training tracker,7,Google,"Notifications, Phone calls, Text messaging, Time display","Heart rate monitor, Sleep monitor, Mindfulness","Walking, Running, Swimming, Gym"
2/2/2024 20:56:42,Male,36 - 45,North America,Shortcut to cell functionalities,3,Samsung,"Multisport tracker, Notifications, Time display, Email","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/2/2024 20:58:35,Male,26 - 35,Europe,Training tracker,3,Apple,"Time display, Contactless payments, Music","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/2/2024 21:19:39,Male,36 - 45,North America,Shortcut to cell functionalities,2,Google,"Multisport tracker, Notifications, Time display, Contactless payments, Sedentary reminder","Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/2/2024 21:22:01,Male,46 - 55,North America,Shortcut to cell functionalities,5,Xiaomi,"Multisport tracker, Notifications, Time display, Email","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Stress control",Walking
2/2/2024 21:33:44,Female,26 - 35,North America,Training tracker,3,Xiaomi,"Multisport tracker, Alarm clock, Notifications, Time display, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/2/2024 22:07:54,Female,26 - 35,North America,Health tracker,2,Apple,"GPS, Time display","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Running"
2/2/2024 22:14:42,Male,36 - 45,Europe,Shortcut to cell functionalities,5,Apple,"Multisport tracker, GPS, Time display, Music",Distance tracker,"Walking, Running, Cycling"
2/2/2024 22:21:59,Female,36 - 45,Europe,Training tracker,5,Fitbit,"Multisport tracker, Sedentary reminder","Distance tracker, Sleep monitor","Walking, Cycling"
2/2/2024 22:36:42,Male,36 - 45,Asia,Training tracker,5,Xiaomi,"Alarm clock, Time display, Sedentary reminder, Timer","Distance tracker, Heart rate monitor","Walking, Cycling, Swimming, Skiing"
2/2/2024 22:56:48,Female,26 - 35,Asia,Training tracker,7,Xiaomi,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/2/2024 23:12:29,Male,15 - 25,Europe,Training tracker,3,Apple,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Distance tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control, Noise control",Walking
2/2/2024 23:37:24,Male,26 - 35,Europe,Training tracker,7,Apple,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/2/2024 23:39:34,Female,26 - 35,North America,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Notifications, Time display, Contactless payments, Sedentary reminder","Distance tracker, Heart rate monitor","Walking, Running, Swimming, Gym"
2/2/2024 23:45:46,Male,46 - 55,North America,Shortcut to cell functionalities,4,Google,"Notifications, Time display, Contactless payments, Voice control, Calendar","Multisport tracker, Calories tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor",Walking
2/3/2024 0:31:21,Male,56 - 65,North America,Training tracker,7,Fitbit,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/3/2024 1:07:58,Male,46 - 55,North America,Shortcut to cell functionalities,5,Xiaomi,"Multisport tracker, Notifications, Time display, Contactless payments, Sedentary reminder","Multisport tracker, Calories tracker, Distance tracker","Walking, Cycling, Yoga, stretching & gym"
2/3/2024 1:31:29,Male,26 - 35,Europe,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder","Multisport tracker, Calories tracker, Distance tracker","Walking, Running, Cycling, Swimming, Workouts "
2/3/2024 1:46:47,Female,15 - 25,Asia,Training tracker,7,Fitbit,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder",Distance tracker,"Walking, Running, Cycling"
2/3/2024 2:29:35,Male,26 - 35,Europe,Training tracker,4,Fitbit,"Notifications, Time display",Distance tracker,Walking
2/3/2024 2:50:23,Female,46 - 55,North America,Training tracker,7,Apple,"Notifications, Time display","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Yoga, stretching & gym"
2/3/2024 2:55:20,Prefer not to say,36 - 45,Europe,Shortcut to cell functionalities,6,Apple,"Multisport tracker, Time display, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Gym"
2/3/2024 3:28:56,Prefer not to say,36 - 45,Europe,Training tracker,5,Apple,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control, Noise control","Walking, Running, Group fitness classes, weight lifting, yoga"
2/3/2024 4:50:22,Female,36 - 45,North America,Training tracker,7,Garmin,"Alarm clock, Notifications, Phone calls","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, General exercises on gym"
2/3/2024 5:13:55,Male,56 - 65,Asia,Training tracker,1,Garmin,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Distance tracker, Heart rate monitor","Walking, Running, Cycling, Pilates"
2/3/2024 5:27:16,Female,15 - 25,Europe,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Sedentary reminder","Multisport tracker, Calories tracker, Heart rate monitor",Walking
2/3/2024 5:50:16,Male,56 - 65,North America,Training tracker,3,Fitbit,"Time display, Contactless payments, Music","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Cycling, Yoga, stretching & gym"
2/3/2024 6:00:00,Male,46 - 55,Africa,Shortcut to cell functionalities,5,Apple,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Running, Cycling, Pilates"
2/3/2024 6:19:52,Male,26 - 35,Europe,Training tracker,1,Generic,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Calories tracker, Heart rate monitor",Walking
2/3/2024 7:55:25,Male,56 - 65,North America,Training tracker,3,Samsung,"Time display, Contactless payments, Music","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, strength training"
2/3/2024 8:38:32,Male,26 - 35,Asia,Training tracker,4,Fitbit,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Cycling, Swimming, Skiing"
2/3/2024 9:02:34,Male,26 - 35,North America,Training tracker,7,Apple,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor",Walking
2/3/2024 10:06:46,Male,26 - 35,North America,Health tracker,5,Garmin,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/3/2024 10:16:01,Female,46 - 55,Oceania,Watch,7,Apple,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Calories tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, Pilates"
2/3/2024 11:11:01,Male,36 - 45,North America,Shortcut to cell functionalities,6,Garmin,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running, Climbing, yoga, meditation, hiking, dancing"
2/3/2024 11:36:14,Male,56 - 65,Europe,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Notifications, Text messaging","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/3/2024 12:20:28,Female,36 - 45,North America,Shortcut to cell functionalities,3,Apple,"Multisport tracker, Notifications, Time display, Contactless payments, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control",Gym metrcis
2/3/2024 12:36:47,Male,36 - 45,North America,Shortcut to cell functionalities,6,Apple,"Notifications, Phone calls, Text messaging, Time display","Heart rate monitor, Sleep monitor, Mindfulness","Walking, Running, Climbing, yoga, meditation, hiking, dancing"
2/3/2024 12:59:27,Male,15 - 25,North America,Training tracker,7,Apple,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/3/2024 13:11:55,Female,56 - 65,Asia,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control, Noise control","Walking, Running, Cycling"
2/3/2024 13:23:47,Male,26 - 35,Europe,Training tracker,3,Fitbit,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor",Walking
2/3/2024 14:14:42,Female,26 - 35,North America,Training tracker,7,Samsung,"Multisport tracker, GPS, Time display, Music","Heart rate monitor, Sleep monitor, Mindfulness","Walking, Running, Group fitness classes, weight lifting, yoga"
2/3/2024 14:32:06,Male,36 - 45,Asia,Training tracker,7,Garmin,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor, Water monitor","Walking, Cycling, Gym"
2/3/2024 14:33:55,Male,15 - 25,Asia,Training tracker,7,Fitbit,"Alarm clock, Notifications, Phone calls, Time display, Music, Voice control","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor",Walking
2/3/2024 15:32:16,Female,36 - 45,Europe,Training tracker,7,Garmin,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/3/2024 15:41:13,Male,26 - 35,North America,Training tracker,7,Samsung,"Notifications, Time display","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Cycling, hiking/trekking"
2/3/2024 16:15:19,Male,26 - 35,North America,Health tracker,7,Xiaomi,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, Pilates"
2/3/2024 16:30:19,Male,15 - 25,Africa,Shortcut to cell functionalities,7,Fitbit,"Alarm clock, Notifications, Phone calls","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling"
2/3/2024 17:03:06,Male,46 - 55,Europe,Shortcut to cell functionalities,2,Xiaomi,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder",Distance tracker,"Walking, Running, Cycling"
2/3/2024 17:20:58,Male,36 - 45,North America,Shortcut to cell functionalities,3,Fitbit,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor","Walking, Running, Cycling, Pilates"
2/3/2024 17:28:54,Male,46 - 55,North America,Shortcut to cell functionalities,1,Apple,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Distance tracker, Sleep monitor","Walking, Running, Cycling"
2/3/2024 18:08:40,Male,46 - 55,North America,Health tracker,7,Apple,"Alarm clock, Time display, Sedentary reminder, Timer",Distance tracker,Running
2/3/2024 19:24:52,Female,26 - 35,North America,Health tracker,7,Apple,"Multisport tracker, GPS, Time display, Music","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness",Walking
2/3/2024 20:08:10,Male,15 - 25,Asia,Training tracker,3,Google,Multisport tracker,"Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor",Walking
2/3/2024 20:13:36,Female,26 - 35,Europe,Training tracker,3,Apple,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness","Walking, Running, Cycling, hiking/trekking"
2/3/2024 20:40:26,Male,26 - 35,North America,Training tracker,5,Garmin,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Swimming, Gym"
2/3/2024 21:13:07,Male,46 - 55,Europe,Health tracker,5,Apple,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor, Water monitor",Walking
2/3/2024 21:18:53,Male,26 - 35,Oceania,Training tracker,1,Apple,"Multisport tracker, Alarm clock, GPS, Notifications, Time display, Music, Weather","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor","Walking, Running"
2/3/2024 21:26:31,Female,36 - 45,Europe,Training tracker,7,Fitbit,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/3/2024 21:30:42,Male,56 - 65,Oceania,Training tracker,3,Fitbit,Multisport tracker,"Heart rate monitor, Sleep monitor, Mindfulness","Walking, Running, General exercises on gym"
2/3/2024 21:41:13,Female,36 - 45,North America,Training tracker,7,Apple,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/3/2024 22:24:44,Male,26 - 35,Africa,Shortcut to cell functionalities,5,Google,"Alarm clock, Notifications, Phone calls, Time display, Music, Voice control","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/4/2024 0:16:51,Male,26 - 35,Europe,Training tracker,2,Garmin,"GPS, Time display","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Climbing, yoga, meditation, hiking, dancing"
2/4/2024 0:36:29,Male,26 - 35,Asia,Shortcut to cell functionalities,7,Garmin,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Gym metrcis
2/4/2024 1:22:31,Male,26 - 35,Asia,Shortcut to cell functionalities,5,Generic,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Swimming, Skiing"
2/4/2024 1:49:06,Prefer not to say,26 - 35,North America,Training tracker,6,Garmin,"Notifications, Time display, Contactless payments, Voice control, Calendar","Multisport tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control","Walking, Running"
2/4/2024 5:14:02,Male,15 - 25,Asia,Training tracker,7,Fitbit,"Alarm clock, GPS, Notifications, Sedentary reminder","Distance tracker, Sleep monitor","Walking, Running"
2/4/2024 6:09:06,Female,26 - 35,Europe,Training tracker,6,Apple,"Notifications, Time display, Contactless payments, Voice control, Calendar","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Running"
2/4/2024 7:54:51,Male,26 - 35,North America,Shortcut to cell functionalities,7,Samsung,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Skiing"
2/4/2024 8:34:44,Male,15 - 25,North America,Training tracker,3,Generic,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Blood pressure monitor, Heart rate monitor, Sleep monitor, Stress control",Walking
2/4/2024 8:39:10,Male,26 - 35,Asia,Shortcut to cell functionalities,3,Apple,"Multisport tracker, Sedentary reminder",Distance tracker,"Walking, Cycling, strength training"
2/4/2024 8:53:02,Male,15 - 25,Africa,Health tracker,6,Apple,"GPS, Time display","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/4/2024 11:43:34,Female,15 - 25,North America,Health tracker,7,Fitbit,"Multisport tracker, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Swimming, Gym"
2/4/2024 11:55:35,Male,26 - 35,Asia,Shortcut to cell functionalities,2,Google,"Alarm clock, GPS, Notifications, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Stress control",Walking
2/4/2024 12:38:51,Female,15 - 25,Europe,Shortcut to cell functionalities,4,Xiaomi,"Multisport tracker, Alarm clock, GPS, Notifications, Time display, Music, Weather","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness","Walking, Running, Cycling"
2/4/2024 12:41:02,Male,26 - 35,North America,Shortcut to cell functionalities,2,Apple,"Multisport tracker, Notifications, Text messaging","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/4/2024 12:43:29,Male,26 - 35,North America,Health tracker,7,Garmin,"Notifications, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor",Walking
2/4/2024 14:36:59,Female,36 - 45,North America,Health tracker,6,Apple,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control",Walking
2/4/2024 14:47:31,Male,46 - 55,North America,Shortcut to cell functionalities,7,Apple,"Notifications, Time display, Contactless payments, Voice control, Calendar","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Swimming, Skiing"
2/4/2024 14:49:45,Female,15 - 25,Asia,Training tracker,7,Apple,"Multisport tracker, Notifications, Time display","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/4/2024 16:14:18,Male,26 - 35,Oceania,Training tracker,5,Apple,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Yoga, stretching & gym"
2/4/2024 16:23:45,Male,26 - 35,Europe,Training tracker,3,Garmin,"Multisport tracker, Notifications, Time display, Email",Distance tracker,"Walking, Running, Group fitness classes, weight lifting, yoga"
2/4/2024 17:04:09,Male,26 - 35,North America,Training tracker,7,Xiaomi,"Multisport tracker, Notifications, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, hiking/trekking"
2/4/2024 17:43:56,Male,26 - 35,North America,Watch,5,Samsung,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls","Heart rate monitor, Sleep monitor, Mindfulness",Walking
2/4/2024 19:17:39,Female,36 - 45,Oceania,Health tracker,7,Garmin,"Multisport tracker, Notifications, Time display, Contactless payments, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor",Walking
2/4/2024 19:36:13,Male,26 - 35,Africa,Training tracker,7,Apple,"Multisport tracker, Alarm clock, Notifications, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Cycling, Swimming"
2/4/2024 19:41:38,Female,36 - 45,North America,Shortcut to cell functionalities,7,Apple,"Alarm clock, Time display, Sedentary reminder, Timer","Distance tracker, Heart rate monitor","Walking, Running"
2/4/2024 19:53:12,Male,15 - 25,North America,Shortcut to cell functionalities,7,Google,"Alarm clock, Notifications, Time display, Contactless payments, Sedentary reminder, Voice control",Distance tracker,"Walking, Cycling, Swimming"
2/4/2024 20:10:14,Female,36 - 45,Asia,Shortcut to cell functionalities,7,Samsung,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Running, Swimming, Gym"
2/4/2024 20:53:35,Female,26 - 35,Europe,Training tracker,4,Fitbit,"Multisport tracker, Alarm clock","Distance tracker, Sleep monitor","Walking, Running, Skiing"
2/4/2024 21:33:02,Female,15 - 25,Oceania,Shortcut to cell functionalities,7,Samsung,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Swimming, Gym"
2/4/2024 21:47:17,Female,15 - 25,Europe,Shortcut to cell functionalities,3,Apple,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling"
2/4/2024 21:51:32,Male,36 - 45,Asia,Training tracker,5,Apple,"Multisport tracker, GPS, Time display, Music","Multisport tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control","Walking, Running, Cycling, Pilates"
2/4/2024 22:35:31,Female,26 - 35,North America,Training tracker,5,Fitbit,"Alarm clock, Notifications, Phone calls, Time display, Music, Voice control","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Running, Group fitness classes, weight lifting, yoga"
2/4/2024 22:44:42,Male,More than 66,North America,Health tracker,2,Apple,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running"
2/4/2024 22:49:32,Male,15 - 25,North America,Training tracker,5,Apple,"Alarm clock, Notifications, Phone calls, Time display, Music, Voice control","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Yoga, Pilates"
2/5/2024 0:10:01,Male,26 - 35,Oceania,Shortcut to cell functionalities,7,Xiaomi,"Multisport tracker, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor","Walking, Running, Group fitness classes, weight lifting, yoga"
2/5/2024 0:39:22,Female,26 - 35,Europe,Training tracker,7,Apple,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Group fitness classes, weight lifting, yoga"
2/5/2024 1:28:59,Male,56 - 65,Europe,Watch,7,Garmin,"Multisport tracker, Alarm clock, GPS, Notifications, Time display, Music, Weather",Distance tracker,Walking
2/5/2024 1:34:50,Female,26 - 35,Europe,Training tracker,4,Fitbit,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling"
